SVI NLL,VAE PPL,VAE KL,Epoch,Epoch Train Time,VAE REC,AR NLL,SVI PPL,LR,SVI KL,VAE NLL,SVI REC,Mode,AR PPL
0.0,116.85479722330702,1.4164173581126183,19,29.421146154403687,102.78724815498828,0.0,1.0,0.001,0.0,104.20366551310089,0.0,Val,1.0
0.0,109.55204721458347,1.4182342951267966,19,29.421146154403687,101.51296263899901,0.0,1.0,0.001,0.0,102.93119693412581,0.0,Test,1.0
0.0,117.26876628917611,1.385541904715473,20,29.847280502319336,102.89552418909724,0.0,1.0,0.001,0.0,104.28106609381271,0.0,Val,1.0
0.0,109.6453889411886,1.3678078195003396,20,29.847280502319336,101.58205516133592,0.0,1.0,0.001,0.0,102.94986298083626,0.0,Test,1.0
0.0,117.45907393567771,1.366304042696599,21,30.057734489440918,102.95025260144241,0.0,1.0,0.001,0.0,104.31655664413903,0.0,Val,1.0
0.0,109.69750782481492,1.3522435949381855,21,30.057734489440918,101.60803496688644,0.0,1.0,0.001,0.0,102.96027856182462,0.0,Test,1.0
0.0,116.82906382666151,1.317128502915804,22,29.381951808929443,102.8817165400225,0.0,1.0,0.001,0.0,104.19884504293829,0.0,Val,1.0
0.0,109.20168047313184,1.2918003153940427,22,29.381951808929443,101.56918972713204,0.0,1.0,0.001,0.0,102.86099004252608,0.0,Test,1.0
0.0,116.50123915474717,1.296651052544308,23,29.78519082069397,102.84069163070588,0.0,1.0,0.001,0.0,104.1373426832502,0.0,Val,1.0
0.0,108.83537512922167,1.2682225500545232,23,29.78519082069397,101.51912553625455,0.0,1.0,0.001,0.0,102.78734808630907,0.0,Test,1.0
0.0,116.42058895309732,1.255832048180549,24,29.48586130142212,102.86635352907265,0.0,1.0,0.001,0.0,104.1221855772532,0.0,Val,1.0
0.0,108.65701571093902,1.231453850481048,24,29.48586130142212,101.51994712097282,0.0,1.0,0.001,0.0,102.75140097145386,0.0,Test,1.0
0.0,116.44003906661537,1.251773057139592,25,28.94534134864807,102.87406886437526,0.0,1.0,0.001,0.0,104.12584192151486,0.0,Val,1.0
0.0,108.77453467748748,1.2287916350605577,25,28.94534134864807,101.5463011008062,0.0,1.0,0.001,0.0,102.77509273586676,0.0,Test,1.0
0.0,116.41778427581991,1.2539152116379328,26,29.73352074623108,102.86774307584903,0.0,1.0,0.001,0.0,104.12165828748698,0.0,Val,1.0
0.0,108.41426908606742,1.2361475328155351,26,29.73352074623108,101.46623460576434,0.0,1.0,0.001,0.0,102.70238213857986,0.0,Test,1.0
0.0,116.85987166470373,1.2813281270269117,27,29.215580940246582,102.92328782293846,0.0,1.0,0.001,0.0,104.20461594996537,0.0,Val,1.0
0.0,108.63449041137127,1.2674492282520042,27,29.215580940246582,101.47940772786099,0.0,1.0,0.001,0.0,102.74685695611299,0.0,Test,1.0
0.0,116.76748550566577,1.1376042314736001,28,29.38238835334778,103.04970143258748,0.0,1.0,0.001,0.0,104.18730566406109,0.0,Val,1.0
0.0,108.23395548420748,1.1182379311812871,28,29.38238835334778,101.54766163804436,0.0,1.0,0.001,0.0,102.66589956922564,0.0,Test,1.0
0.0,117.32261828894654,1.2216765140744275,29,29.19608187675476,103.06943830071287,0.0,1.0,0.001,0.0,104.2911148147873,0.0,Val,1.0
0.0,108.18432314537621,1.206595993365293,29,29.19608187675476,101.44925087470065,0.0,1.0,0.001,0.0,102.65584686806595,0.0,Test,1.0
0.0,116.88063609949437,1.1574562458680715,30,29.145267248153687,103.051048428227,0.0,1.0,0.001,0.0,104.20850467409508,0.0,Val,1.0
0.0,108.42865974971161,1.1410344094711553,30,29.145267248153687,101.56425675455797,0.0,1.0,0.001,0.0,102.70529116402912,0.0,Test,1.0
0.0,117.0028781563632,1.141030264307554,31,29.5972683429718,103.09035367541215,0.0,1.0,0.001,0.0,104.23138393971969,0.0,Val,1.0
0.0,108.6183447352189,1.122663437400971,31,29.5972683429718,101.62093588127414,0.0,1.0,0.001,0.0,102.74359931867511,0.0,Test,1.0
0.0,117.28670844288118,1.176006012217581,32,29.4438259601593,103.10840857927452,0.0,1.0,0.001,0.0,104.28441459149211,0.0,Val,1.0
0.0,108.50693715077601,1.1508480474626217,32,29.4438259601593,101.57025987776757,0.0,1.0,0.001,0.0,102.72110792523019,0.0,Test,1.0
0.0,117.88176769010592,1.137752934220283,33,29.58581566810608,103.25742678005547,0.0,1.0,0.001,0.0,104.39517971427576,0.0,Val,1.0
0.0,108.43070076227852,1.116300243784284,33,29.58581566810608,101.58940347297748,0.0,1.0,0.001,0.0,102.70570371676176,0.0,Test,1.0
0.0,116.72589249044826,1.131492482660786,34,29.533876419067383,103.04801547562687,0.0,1.0,0.001,0.0,104.17950795828766,0.0,Val,1.0
0.0,108.02636660436691,1.1093397497084825,34,29.533876419067383,101.51448334585127,0.0,1.0,0.001,0.0,102.62382309555976,0.0,Test,1.0
0.0,117.42233947000528,1.1713788579585644,35,29.641942024230957,103.1383316413585,0.0,1.0,0.001,0.0,104.30971049931708,0.0,Val,1.0
0.0,108.32934432889056,1.151712159627424,35,29.641942024230957,101.53349485070234,0.0,1.0,0.001,0.0,102.68520701032976,0.0,Test,1.0
0.0,117.74210129078942,1.1368496365292489,36,29.71243667602539,103.23238268606033,0.0,1.0,0.001,0.0,104.36923232258958,0.0,Val,1.0
0.0,108.55024989328139,1.1137518352316085,36,29.71243667602539,101.61610297629313,0.0,1.0,0.001,0.0,102.72985481152475,0.0,Test,1.0
0.0,117.46394413276244,1.1010636174714177,37,29.72783899307251,103.21640051691752,0.0,1.0,0.001,0.0,104.31746413438893,0.0,Val,1.0
0.0,108.06961762416552,1.076803802540568,37,29.72783899307251,101.55579256561327,0.0,1.0,0.001,0.0,102.63259636815384,0.0,Test,1.0
0.0,117.28800817239059,1.1224016891212067,38,29.458608627319336,103.16225544762541,0.0,1.0,0.001,0.0,104.28465713674662,0.0,Val,1.0
0.0,108.37320775388002,1.1015101077708118,38,29.458608627319336,101.59256949395584,0.0,1.0,0.001,0.0,102.69407960172664,0.0,Test,1.0
0.0,117.62262455063421,1.1134160583380068,39,29.435996055603027,103.23359529342424,0.0,1.0,0.001,0.0,104.34701135176226,0.0,Val,1.0
0.0,108.71011151710968,1.0892181095846216,39,29.435996055603027,101.67289012126928,0.0,1.0,0.001,0.0,102.7621082308539,0.0,Test,1.0
0.0,117.77874590208877,1.08382414565242,40,30.29597759246826,103.2922190340761,0.0,1.0,0.001,0.0,104.37604317972851,0.0,Val,1.0
0.0,108.41016807595919,1.0593864850083807,40,30.29597759246826,101.642166577131,0.0,1.0,0.001,0.0,102.70155306213937,0.0,Test,1.0
